error_count,complexity_score,past_score,cognitive_state,rule_id,label_source,rater
2,6,69,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,3,34,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,16,58,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
4,7,40,High Cognitive Load,R6,rubric_coverage_topup,cognitive_rubric.v1
1,4,61,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,7,65,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
3,5,50,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,3,56,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,87,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,9,60,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
2,14,38,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
5,10,42,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
5,8,63,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
3,8,20,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,8,57,High Cognitive Load,R6,rubric_coverage_topup,cognitive_rubric.v1
2,3,61,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,9,73,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,4,82,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,20,92,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,5,65,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,1,22,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,20,61,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
5,20,65,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,12,42,High Cognitive Load,R7,rubric,cognitive_rubric.v1
1,4,39,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,7,53,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,2,64,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,4,60,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,9,76,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,9,28,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,10,54,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,20,61,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,4,81,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,5,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,5,99,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,1,51,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,8,41,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
1,2,64,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,5,35,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,7,82,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,4,49,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,2,34,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,4,75,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,6,39,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,5,50,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,8,12,High Cognitive Load,R6,rubric,cognitive_rubric.v1
4,7,76,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
3,5,56,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,4,59,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,1,63,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,9,73,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,22,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,16,40,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,2,49,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
6,8,57,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
6,19,64,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,2,17,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,1,57,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,78,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,13,62,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,8,95,High Cognitive Load,R6,rubric,cognitive_rubric.v1
4,17,37,High Cognitive Load,R4,rubric,cognitive_rubric.v1
5,15,27,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
4,5,17,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,2,47,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,5,48,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,86,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,2,53,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,1,53,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,4,46,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,12,55,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,18,44,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,15,27,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,7,52,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,13,60,High Cognitive Load,R7,rubric,cognitive_rubric.v1
2,20,67,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
4,8,65,High Cognitive Load,R5,rubric,cognitive_rubric.v1
3,12,41,High Cognitive Load,R4,rubric,cognitive_rubric.v1
5,10,7,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
3,1,44,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,1,40,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
6,9,66,High Cognitive Load,R5,rubric,cognitive_rubric.v1
1,4,38,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,6,61,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,5,63,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,14,36,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
3,4,61,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,9,86,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
7,8,22,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
1,4,52,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,20,65,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,8,63,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
5,20,66,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,12,60,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
1,5,65,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,48,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,5,36,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,15,41,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,9,60,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
5,6,72,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,6,56,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
5,4,31,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,3,0,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,20,56,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,4,46,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,1,78,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
6,8,81,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
2,11,67,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,7,74,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,1,87,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,1,77,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,3,45,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,1,38,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,4,79,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,1,46,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,3,82,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,4,31,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,3,89,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
6,20,38,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,3,47,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,6,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,2,70,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,4,81,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,1,67,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,1,47,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,2,49,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,20,51,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
4,15,19,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,5,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
7,13,77,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,14,53,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,7,100,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,4,30,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,9,100,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,6,34,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,8,54,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,8,47,High Cognitive Load,R6,rubric_coverage_topup,cognitive_rubric.v1
5,10,88,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,2,46,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,82,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,6,60,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,9,70,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
3,8,38,High Cognitive Load,R6,rubric,cognitive_rubric.v1
4,10,90,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,5,43,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,4,43,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,6,68,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,83,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,1,74,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
6,20,15,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
3,2,60,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,2,34,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,8,76,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,51,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,4,58,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
6,2,14,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,4,45,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,8,68,High Cognitive Load,R5,rubric,cognitive_rubric.v1
3,2,45,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,4,71,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,9,31,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,1,63,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,2,72,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,4,60,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,8,60,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
2,4,44,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,2,64,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,1,67,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,12,66,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
1,2,75,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,1,64,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,9,75,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,4,61,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,3,53,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,2,41,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,15,62,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,4,27,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,1,91,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,8,42,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,2,54,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,8,62,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,12,47,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
4,15,42,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,7,72,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
3,3,27,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,8,65,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,20,45,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
3,2,28,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,2,59,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,7,13,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,1,57,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,3,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,4,96,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,1,59,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,20,50,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,11,72,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,5,48,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,6,46,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,2,65,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,8,58,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
1,9,53,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
6,5,40,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,6,46,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,5,26,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,2,85,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,3,66,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,1,68,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,3,46,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,4,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,2,49,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,5,49,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,20,74,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
3,8,36,High Cognitive Load,R6,rubric_coverage_topup,cognitive_rubric.v1
4,12,37,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,1,90,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,20,47,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
3,4,20,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,2,60,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,9,47,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,20,71,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,6,21,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,3,43,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,5,52,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,2,54,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
6,4,1,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,7,70,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,9,39,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,5,100,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,7,76,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,3,7,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,3,80,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,56,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,5,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,3,53,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,13,74,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,20,72,High Cognitive Load,R7,rubric,cognitive_rubric.v1
2,4,25,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,2,45,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,8,47,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,24,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,5,54,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,39,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,4,54,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,15,18,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
4,1,53,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,5,54,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,3,39,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,17,31,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,2,53,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,4,58,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,6,18,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,7,43,High Cognitive Load,R6,rubric,cognitive_rubric.v1
6,6,20,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,1,35,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,10,58,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,9,60,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
2,3,66,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,61,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,17,44,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,3,55,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,7,61,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
1,3,68,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,1,75,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,14,37,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
4,4,67,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,1,94,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,14,67,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
4,7,61,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
3,6,74,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,15,72,High Cognitive Load,R7,rubric,cognitive_rubric.v1
1,6,64,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,4,55,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
5,9,75,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
3,7,29,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,10,46,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,3,54,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,2,28,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,8,22,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
3,6,34,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
6,18,38,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,8,55,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,6,84,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,9,93,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
1,1,74,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,13,33,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
4,4,34,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,3,67,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,5,64,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,7,26,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,2,70,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,5,41,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,9,40,Needs Simple Basics,R2,rubric_coverage_topup,cognitive_rubric.v1
1,5,77,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,3,88,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,2,64,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,58,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,1,63,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,1,66,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
6,13,36,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
3,6,61,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,9,93,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,14,45,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,12,58,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
1,8,58,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,10,25,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,3,78,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,9,1,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,7,62,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,5,66,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,6,43,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,11,58,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,7,86,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,85,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,55,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,7,54,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,2,56,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,5,75,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,5,78,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,1,56,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,3,38,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,5,51,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,7,48,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,1,50,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,18,73,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
3,4,41,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,7,84,High Cognitive Load,R6,rubric_coverage_topup,cognitive_rubric.v1
1,4,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,5,81,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,4,52,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,5,68,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,7,34,High Cognitive Load,R6,rubric_coverage_topup,cognitive_rubric.v1
2,20,54,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
1,1,55,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,12,56,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
1,7,35,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,5,63,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,20,39,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
1,4,55,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
6,3,63,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,9,8,High Cognitive Load,R6,rubric,cognitive_rubric.v1
5,4,52,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
4,8,60,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
1,5,34,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,6,62,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,6,83,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,47,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,9,81,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,14,48,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
4,1,36,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,12,54,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,2,28,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,1,71,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,5,53,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,3,75,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,5,90,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,8,65,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,23,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,5,53,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,12,37,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,8,66,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
4,8,76,High Cognitive Load,R5,rubric,cognitive_rubric.v1
1,3,26,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,2,69,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,3,64,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,14,79,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,9,69,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
1,3,63,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,6,79,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,8,70,High Cognitive Load,R5,rubric,cognitive_rubric.v1
3,2,33,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,6,84,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,3,67,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,11,27,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,1,49,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,7,38,High Cognitive Load,R6,rubric,cognitive_rubric.v1
5,7,76,High Cognitive Load,R5,rubric,cognitive_rubric.v1
5,5,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,7,80,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,9,92,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
1,17,66,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
1,6,49,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,1,14,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,3,39,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,4,5,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
6,8,61,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
1,5,64,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,67,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,67,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,5,37,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,3,72,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,7,28,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
1,6,70,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
